Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
3-indoxyl sulfate,Indoxyl sulfate,HMDB0000682,10258,43355,,524,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O,1
gamma-glutamylphenylalanine,gamma-Glutamylphenylalanine,HMDB0000594,111299,89582,,5573,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1
4-methyl-2-oxopentanoate,Ketoleucine,HMDB0000695,70,48430,C00233,5663,CC(C)CC(=O)C(=O)O,1
"1,5-anhydroglucitol (1,5-AG)",,,,,,,,0
1-palmityl-GPC (O-16:0),,,,,,,,0
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),,,,,,,,0
sphingosine 1-phosphate,Sphingosine 1-phosphate,HMDB0000277,5353956,392583,C06124,5272,CCCCCCCCCCCCC/C=C/C(C(COP(=O)(O)O)N)O,1
1-stearoyl-2-oleoyl-GPS (18:0/18:1),,,,,,,,0
1-stearoyl-GPI (18:0),,,,,,,,0
"1,2-dipalmitoyl-GPC (16:0/16:0)",,,,,,,,0
docosahexaenoate (DHA; 22:6n3),,,,,,,,0
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),,,,,,,,0
alpha-hydroxyisocaproate,D-Leucic acid,HMDB0000624,439960,55534,C03264,5597,CC(C)C[C@H](C(=O)O)O,1
maleate,Maleic acid,HMDB0000176,444972,18300,C00122,4198,C(=C\C(=O)O)\C(=O)O,1
4-acetylphenol sulfate,,,,,,,,0
2-hydroxyoctanoate,Hydroxyoctanoic acid,HMDB0000711,94180,86543,,5679,CCCCCCC(C(=O)O)O,1
levulite (4-oxovalerate),,,,,,,,0
3-hydroxyoctanoate,3-Hydroxyoctanoic acid,HMDB0001954,26613,37098,C20793,,CCCCCC(CC(=O)O)O,1
phenyllactate (PLA),,,,,,,,0
palmitoylcarnitine (C16),,,,,,,,0
hexanoylcarnitine (C6),,,,,,,,0
theanine,L-Theanine,HMDB0034365,439378,,C01047,,CCNC(=O)CCC(C(=O)O)N,1
N-acetylaspartate (A),,,,,,,,0
dehydroepiandrosterone sulfate (DHEA-S),,,,,,,,0
acetylcarnitine (C2),,,,,,,,0
cysteine s-sulfate,,,,,,,,0
1-palmitoylglycerol (16:0),,,,,,,,0
tartrote (hydroxymalote),,,,,,,,0
oxalate (ethanedioate),,,,,,,,0
erythritol,Erythritol,HMDB0002994,222285,17113,C16884,140,C([C@H]([C@H](CO)O)O)O,1
saccharin,Saccharin,HMDB0029723,5143,32111,C12283,,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,1
3-hydroxymyristate,Val-Val-Val,HMDB0094676,235009,,,,CC(C)C(N)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(O)=O,1
iminodiacetate (IDA),,,,,,,,0
1-oleoylglycerol (18:1),,,,,,,,0
3-methyl-2-oxobutyrate,Alpha-ketoisovaleric acid,HMDB0000019,49,16530,C00141,5091,CC(C)C(=O)C(=O)O,1
homoarginine,Homo-L-arginine,HMDB0000670,9085,27747,C01924,5640,C(CCN=C(N)N)C[C@@H](C(=O)O)N,1
homocitrulline,Homocitrulline,HMDB0000679,65072,17443,C02427,46,C(CCNC(=O)N)C[C@@H](C(=O)O)N,1
pyroglutamylglutamine,,,,,,,,0
bradykinin,Bradykinin,HMDB0004246,439201,3165,C00306,,C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,1
2-linoleoylglycerol (18:2),,,,,,,,0
3-hydroxydecanoate,3-Hydroxycapric acid,HMDB0002203,26612,132983,,6544,CCCCCCCC(CC(=O)O)O,1
EDTA,Edetic Acid,HMDB0015109,6049,,C00284,,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1
N-acetylglycine,Acetylglycine,HMDB0000532,10972,40410,,5517,CC(=O)NCC(=O)O,1
ribote,Ribonic acid,HMDB0000867,5460677,21077,C01685,3290,C([C@H]([C@H]([C@H](C(=O)O)O)O)O)O,1
threote,Threonic acid,HMDB0000943,151152,49059,C01620,5891,C([C@H]([C@@H](C(=O)O)O)O)O,1
galactote,Galactonic acid,HMDB0000565,128869,16534,C00880,3336,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,1
beta-sitosterol,Beta-Sitosterol,HMDB0000852,222284,27693,C01753,169,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,1
indoleacetate,Indoleacetic acid,HMDB0000197,802,16411,C00954,5211,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,1
1-linoleoylglycerol (18:2),,,,,,,,0
1-methylhistidine,1-Methylhistidine,HMDB0000001,92105,50599,C01152,3741,CN1C=C(N=C1)C[C@@H](C(=O)O)N,1
butyrylcarnitine (C4),,,,,,,,0
isobutyrylcarnitine (C4),,,,,,,,0
7-ketodeoxycholate,7-Ketodeoxycholic acid,HMDB0000391,188292,16390,C04643,5380,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1
glycolithocholate,Lithocholic acid glycine conjugate,HMDB0000698,115245,37998,C15557,5666,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,1
androsterone sulfate,Androsterone sulfate,HMDB0002759,159663,83037,,3559,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)OS(=O)(=O)O,1
indolepropiote,Indole-3-propionic acid,HMDB0002302,3744,43580,,6602,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,1
N-(2-furoyl)glycine,2-Furoylglycine,HMDB0000439,21863,613373,,5428,C1=COC(=C1)C(=O)NCC(=O)O,1
trigonelline (N'-methylnicotite),,,,,,,,0
dodecanedioate (C12-DC),,,,,,,,0
"glutamate, gamma-methyl ester",,,,,,,,0
N-acetyltyrosine,N-Acetyl-L-tyrosine,HMDB0000866,68310,201465,C01657,,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,1
"1,3-dimethylurate","1,3-Dimethyluric acid",HMDB0001857,70346,149714,,2822,CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2,1
3-methylxanthine,3-Methylxanthine,HMDB0001886,70639,62207,C16357,2820,CN1C2=C(C(=O)NC1=O)NC=N2,1
3-hydroxylaurate,3-Hydroxydodecanoic acid,HMDB0000387,94216,36206,,5376,CCCCCCCCCC(CC(=O)O)O,1
pyridoxate,4-Pyridoxic acid,HMDB0000017,6723,17405,C00847,239,CC1=NC=C(C(=C1O)C(=O)O)CO,1
gamma-glutamylvaline,gamma-Glutamylvaline,HMDB0011172,7015683,68848,,,CC(C)[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1
pyroglutamylvaline,2-Oxindole-3-acetate,HMDB0094657,3080590,132991,,,OC(=O)CC1C(O)=NC2=CC=CC=C12,1
3-hydroxysebacate,3-Hydroxysebacic acid,HMDB0000350,3017884,89182,,5339,C(CCCC(=O)O)CCC(CC(=O)O)O,1
5-hydroxyhexanoate,Delta-Hexanolactone,HMDB0000453,13204,589927,,5442,CC1CCCC(=O)O1,1
propionylglycine,Propionylglycine,HMDB0000783,98681,89836,,5749,CCC(=O)NCC(=O)O,1
2-hydroxyadipate,2-Hydroxyadipic acid,HMDB0000321,193530,17023,C02360,5310,C(CC(C(=O)O)O)CC(=O)O,1
valylglutamate,Valyl-Glutamate,HMDB0029126,7009623,,,,CC(C)C(N)C(=O)NC(CCC(O)=O)C([O-])=O,1
propionylcarnitine (C3),,,,,,,,0
pro-hydroxy-pro,,,,,,,,0
3-hydroxy-2-ethylpropiote,2-Ethylhydracrylic acid,HMDB0000396,188979,741550,,3785,CCC(CO)C(=O)O,1
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),,,,,,,,0
docosapentaenoate (n3 DPA; 22:5n3),,,,,,,,0
docosadienoate (22:2n6),Docosadienoate (22:2n6),HMDB0061714,5282807,1,C16533,,CCCCCC=CCC=CCCCCCCCCCCCC(O)=O,1
adrete (22:4n6),,,,,,,,0
10-undecenoate (11:1n1),,,,,,,,0
myristoleate (14:1n5),,,,,,,,0
4-imidazoleacetate,Imidazoleacetic acid,HMDB0002024,96215,16974,C02835,6445,C1=C(NC=N1)CC(=O)O,1
1-methyl-4-imidazoleacetate,Methylimidazoleacetic acid,HMDB0002820,75810,,C05828,3774,CN1C=C(N=C1)CC(=O)O,1
sebacate (C10-DC),,,,,,,,0
stearidote (18:4n3),,,,,,,,0
5-dodecenoate (12:1n7),,,,,,,,0
"bradykinin, hydroxy-pro(3)",Bradykinin hydroxyproline,HMDB0011728,169947,133051,,,C1C[C@H](N(C1)C(=O)[C@H](CCCN=C(N)N)N)C(=O)N2C[C@@H](C[C@H]2C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)O,1
octanoylcarnitine (C8),,,,,,,,0
tauro-beta-muricholate,Tauro-b-muricholic acid,HMDB0000932,21124703,,,5881,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1
decanoylcarnitine (C10),,,,,,,,0
N-acetylglutamine,N-Acetylglutamine,HMDB0006029,25561,73685,,,CC(=O)NC(CCC(=O)N)C(=O)O,1
N-acetyltryptophan,N-acetyltryptophan,HMDB0013713,700653,74640,,,[H][C@@](CC1=CNC2=CC=CC=C12)(N=C(C)O)C(O)=O,1
N-acetylphenylalanine,N-Acetyl-L-phenylalanine,HMDB0000512,74839,16259,C03519,5498,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,1
gamma-glutamyl-epsilon-lysine,,,,,,,,0
1-palmitoyl-GPC (16:0),LysoPC(16:0),HMDB0010382,460602,,C04230,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
1-margaroyl-GPC (17:0),,,,,,,,0
N-acetylarginine,,,,,,,,0
piperine,Piperine,HMDB0029377,638024,28821,C03882,,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,1
campesterol,Campesterol,HMDB0002869,5283637,19809,C01789,167,C[C@H](CC[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,1
myristoylcarnitine (C14),,,,,,,,0
1-stearoyl-GPC (18:0),,,,,,,,0
1-oleoyl-GPC (18:1),,,,,,,,0
N-acetylthreonine,N-Acetylthreonine,HMDB0062557,152204,45826,,,C[C@@H](O)[C@H](NC(C)=O)C(O)=O,1
N-acetylisoleucine,N-Acetylisoleucine,HMDB0061684,7036275,21555,,,CC[C@H](C)[C@H](NC(C)=O)C(O)=O,1
10-nodecenoate (19:1n9),,,,,,,,0
10-heptadecenoate (17:1n7),Epi-alpha-amyrin,HMDB0036657,225688,,,,[H][C@@]12[C@H](C)[C@@H](C)CC[C@]1(C)CC[C@]1(C)C2=CCC2[C@@]3(C)CC[C@H](O)C(C)(C)C3CC[C@@]12C,1
epiandrosterone sulfate,Epiandrosterone sulfate,HMDB0062657,9929317,83040,,,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](CC[C@]12C)OS(O)(=O)=O,1
"bradykinin, des-arg(9)",,,,,,,,0
N-acetylhistidine,N-Acetylhistidine,HMDB0032055,273260,16437,C02997,,CC(=O)NC(CC1=CN=CN1)C(=O)O,1
gamma-glutamylglycine,gamma-Glutamylglycine,HMDB0011667,165527,73845,,,C(CC(=O)NCC(=O)O)[C@@H](C(=O)O)N,1
gamma-glutamyltryptophan,gamma-Glutamyltryptophan,HMDB0029160,3989307,133028,,,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1
stachydrine,Proline betaine,HMDB0004827,7016563,35280,C10172,7089,C[N+]1(CCC[C@H]1C(=O)[O-])C,1
alpha-hydroxyisovalerate,2-Hydroxy-3-methylbutyric acid,HMDB0000407,99823,60645,,5396,CC(C)C(C(=O)O)O,1
hydroxybupropion,Hydroxybupropion,HMDB0012235,446,,,,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO,1
gamma-glutamylmethionine,gamma-Glutamylmethionine,HMDB0034367,7009567,82965,,,CSCC[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1
gamma-glutamylthreonine,gamma-Glutamylthreonine,HMDB0029159,53861142,133747,,,C[C@H]([C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O,1
p-cresol sulfate,p-Cresol sulfate,HMDB0011635,4615423,82914,,,CC1=CC=C(C=C1)OS(=O)(=O)O,1
nicotite ribonucleoside,Nicotite D-ribonucleoside,HMDB0006809,161234,27748,C05841,,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O,1
pioglitazone,Pioglitazone,HMDB0015264,4829,8228,C07675,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1
erythrote,Erythronic acid,HMDB0000613,2781043,37655,,5586,C([C@H]([C@H](C(=O)O)O)O)O,1
Fibrinopeptide A,,,,,,,,0
"Fibrinopeptide A, des-ala(1)",,,,,,,,0
salicyluric glucuronide,S-Methyl 3-methylthiobutyrate,HMDB0039843,90246,,,,CSC(=O)CC(C)C,1
eicosenoate (20:1),,,,,,,,0
linolete [alpha or gamma; (18:3n3 or 6),,,,,,,,0
aconitate [cis or trans,,,,,,,,0
1-myristoyl-GPC (14:0),,,,,,,,0
1-arachidoyl-GPC (20:0),,,,,,,,0
metoprolol acid metabolite,,,,,,,,0
stearoylcarnitine (C18),,,,,,,,0
laurylcarnitine (C12),,,,,,,,0
isovalerylcarnitine (C5),,,,,,,,0
1-linoleoyl-GPC (18:2),,,,,,,,0
7-methylxanthine,7-Methylxanthine,HMDB0001991,68374,48991,C16353,,CN1C=NC2=C1C(=O)NC(=O)N2,1
"1,3,7-trimethylurate","1,3,7-Trimethyluric acid",HMDB0002123,79437,691622,C16361,,CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C,1
"3,7-dimethylurate",,,,,,,,0
"1,7-dimethylurate",,,,,,,,0
5-acetylamino-6-formylamino-3-methyluracil,5-Acetylamino-6-formylamino-3-methyluracil,HMDB0011105,108214,32643,C16365,,CC(=O)NC1=C(NC(=O)N(C1=O)C)NC=O,1
5-acetylamino-6-amino-3-methyluracil,5-Acetylamino-6-amino-3-methyluracil,HMDB0004400,88299,,C16366,,CC(=O)NC1=C(NC(=O)N(C1=O)C)N,1
1-methylxanthine,1-Methylxanthine,HMDB0010738,80220,336244,C16358,,CN1C(=O)C2=C(NC1=O)N=CN2,1
N1-methylinosine,1-Methylinosine,HMDB0002721,65095,19065,,3780,CN1C=NC2=C(C1=O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,1
beta-guanidinopropanoate,,,,,,,,0
"N2,N2-dimethylguanosine","N2,N2-Dimethylguanosine",HMDB0004824,92919,19289,,7086,CN(C)C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,1
N4-acetylcytidine,N4-Acetylcytidine,HMDB0005923,107461,70989,,,CC(=O)NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,1
N6-carbamoylthreonyladenosine,Salicyluric beta-D-glucuronide,HMDB0240252,121596205,133026,,,O[C@@H]1[C@@H](O)[C@H](OC(=O)CNC(=O)C2=C(O)C=CC=C2)O[C@@H]([C@H]1O)C(O)=O,1
orotidine,Orotidine,HMDB0000788,92751,25722,C01103,5754,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O,1
phenylacetylglutamine,Alpha-N-Phenylacetyl-L-glutamine,HMDB0006344,92258,17884,C04148,,C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)N)C(=O)O,1
4-hydroxyhippurate,4-Hydroxyhippuric acid,HMDB0013678,151012,613375,,,C1=CC(=CC=C1C(=O)NCC(=O)O)O,1
"5,6-dihydrouridine","5,6-Dihydrouridine",HMDB0000497,94312,23774,,5483,C1CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,1
3-(3-amino-3-carboxypropyl)uridine,,,,,,,,0
1-arachidonylglycerol (20:4),,,,,,,,0
cysteine-glutathione disulfide,Cysteineglutathione disulfide,HMDB0000656,53477713,,,5628,C(CC(=O)N[C@@H](CSSCC(C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,1
5-methyluridine (ribothymidine),,,,,,,,0
isovalerylglycine,Isovalerylglycine,HMDB0000678,546304,70984,,5647,CC(C)CC(=O)NCC(=O)O,1
nicotinurate,Nicotinuric acid,HMDB0003269,68499,7563,C05380,1499,C1=CC(=CN=C1)C(=O)NCC(=O)O,1
7-methylguanine,7-Methylguanine,HMDB0000897,11361,28664,C02242,,CN1C=NC2=C1C(=O)N=C(N2)N,1
1-stearoyl-GPE (18:0),,,,,,,,0
3-methylcytidine,,,,,,,,0
N1-Methyl-2-pyridone-5-carboxamide,N1-Methyl-2-pyridone-5-carboxamide,HMDB0004193,69698,27410,C05842,7025,CN1C=C(C=CC1=O)C(=O)N,1
gamma-glutamylisoleucine,gamma-Glutamylisoleucine,HMDB0011170,22885096,68434,,,CC[C@H](C)[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1
oleoylcarnitine (C18:1),,,,,,,,0
2-methylbutyrylcarnitine (C5),,,,,,,,0
phenol sulfate,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,HMDB0061112,123979,41254,,,CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,1
1-palmitoleoyl-GPC (16:1),,,,,,,,0
malonylcarnitine,Malonylcarnitine,HMDB0002095,22833583,86047,,6484,C[N+](C)(C)C[C@H](CC(=O)[O-])OC(=O)CC(=O)O,1
hexanoylglycine,Hexanoylglycine,HMDB0000701,99463,64390,,5669,CCCCCC(=O)NCC(=O)O,1
glutamine_degradant,,,,,,,,0
2-hydroxy-3-methylvalerate,2-Hydroxy-3-methylpentanoic acid,HMDB0000317,10796774,,,5306,CC[C@@H](C)[C@H](C(=O)O)O,1
testosterone sulfate,Testosterone sulfate,HMDB0002833,119207,84094,,3558,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OS(=O)(=O)O)CCC4=CC(=O)CC[C@]34C,1
homostachydrine,Proline betaine,HMDB0004827,7016563,5757,C10172,7089,C[N+]1(CCC[C@H]1C(=O)[O-])C,1
1-arachidonoyl-GPC (20:4n6),,,,,,,,0
1-dihomo-linolenoyl-GPC (20:3n3 or 6),,,,,,,,0
1-dihomo-linoleoyl-GPC (20:2),"LysoPC(20:2(11Z,14Z))",HMDB0010392,52924053,,C04230,,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
2-arachidonoyl-GPC (20:4),,,,,,,,0
2-oleoyl-GPC (18:1),,,,,,,,0
2-linoleoyl-GPC (18:2),,,,,,,,0
2-palmitoyl-GPC (16:0),,,,,,,,0
2-myristoyl-GPC (14:0),,,,,,,,0
1-docosahexaenoyl-GPC (22:6),,,,,,,,0
1-palmitoyl-GPE (16:0),LysoPE(16:0/0:0),HMDB0011503,9547069,73004,,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,1
1-oleoyl-GPE (18:1),,,,,,,,0
1-linoleoyl-GPE (18:2),,,,,,,,0
1-arachidonoyl-GPE (20:4n6),,,,,,,,0
N-acetylcitrulline,,,,,,,,0
2-hydroxypalmitate,,,,,,,,0
docosapentaenoate (n6 DPA; 22:5n6),,,,,,,,0
gulote,Gulonic acid,HMDB0003290,152304,16154,C00800,344,C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O,1
isobutyrylglycine,Isobutyrylglycine,HMDB0000730,10855600,70979,,5698,CC(C)C(=O)NCC(=O)O,1
glutarylcarnitine (C5-DC),,,,,,,,0
2-methylmalonylcarnitine (C4-DC),,,,,,,,0
tiglylcarnitine (C5:1-DC),,,,,,,,0
hydroquinone sulfate,,,,,,,,0
catechol sulfate,,,,,,,,0
7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),,,,,,,,0
N-acetyl-aspartyl-glutamate (AG),,,,,,,,0
tetradecanedioate (C14-DC),,,,,,,,0
hexadecanedioate (C16-DC),,,,,,,,0
1-myristoylglycerol (14:0),,,,,,,,0
glycerophosphoethanolamine,Glycerylphosphorylethanolamine,HMDB0000114,22833510,,C01233,5151,C(CO)N(CC(CO)O)P(=O)(O)O,1
3-(3-hydroxyphenyl)propiote,3-(3-Hydroxyphenyl)propanoic acid,HMDB0000375,91,1427,C11457,5364,C1=CC(=CC(=C1)O)CCC(=O)O,1
ectoine,Ectoine,METPA0797,,,C06231,,,1
2-oleoyl-GPE (18:1),,,,,,,,0
2-palmitoyl-GPE (16:0),,,,,,,,0
1-arachidonoyl-GPI (20:4),,,,,,,,0
1-palmitoyl-GPI (16:0),,,,,,,,0
glycolithocholate sulfate,Sulfolithocholylglycine,HMDB0002639,53477756,,C11301,6725,C[C@H](CCC(=O)NCC(=O)O)C1CCC2[C@@]1(CCC3C2CCC4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C,1
taurolithocholate 3-sulfate,Taurolithocholic acid 3-sulfate,HMDB0002580,440071,17864,C03642,6716,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C,1
deoxycarnitine,4-Trimethylammoniobutanoic acid,HMDB0001161,134,1941,C01181,6043,C[N+](C)(C)CCCC(=O)O,1
N6-succinyladenosine,,,,,,,,0
1-ribosyl-imidazoleacetate,,,,,,,,0
2-arachidonoyl-GPE (20:4),,,,,,,,0
leucylleucine,Leucyl-Leucine,HMDB0028933,76807,6418,C11332,,CC(C)CC(N)C(=O)NC(CC(C)C)C(O)=O,1
N2-acetyllysine,N-Alpha-acetyllysine,HMDB0000446,192590,35704,C12989   ,5435,CC(=O)NC(CCCCN)C(=O)O,1
indoleacetylglutamine,,,,,,,,0
hexanoylglutamine,,,,,,,,0
N6-acetyllysine,N6-Acetyl-L-lysine,HMDB0000206,92832,17752,C02727,5216,CC(=O)NCCCC[C@@H](C(=O)O)N,1
dihomo-linolete (20:3n3 or n6),,,,,,,,0
mannitol/sorbitol,,,,,,,,0
tryptophan betaine,LysoPI(18:0/0:0),HMDB0240261,,83054,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,1
4-vinylphenol sulfate,,,,,,,,0
4-ethylphenylsulfate,4-ethylphenylsulfate,HMDB0062551,20822574,82932,,,CCC1=CC=C(OS(O)(=O)=O)C=C1,1
thymol sulfate,Thymol Sulfate,HMDB0062720,12456386,82911,,,CC(C)C1=C(OS(O)(=O)=O)C=C(C)C=C1,1
pyrraline,Pyrraline,HMDB0033143,14274616,,,,C1=C(N(C(=C1)C=O)CCCCC(C(=O)O)N)CO,1
2-linoleoyl-GPE (18:2),,,,,,,,0
1-oleoyl-GPI (18:1),,,,,,,,0
1-linoleoyl-GPI (18:2),,,,,,,,0
1-palmitoleoyl-GPE (16:1),,,,,,,,0
desmethylproxen sulfate,,,,,,,,0
sucralose,Sucralose,HMDB0031554,71485,,C12285,,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O,1
2-hydroxyacetaminophen sulfate,2-Hydroxyacetaminophen sulfate,HMDB0062547,86290013,82942,,,CC(=O)NC1=CC=C(OS(O)(=O)=O)C=C1O,1
2-methoxyacetaminophen sulfate,,,,,,,,0
2-methoxyacetaminophen glucuronide,,,,,,,,0
o-cresol sulfate,,,,,,,,0
dimethylarginine (SDMA + ADMA),,,,,,,,0
gamma-glutamylalanine,gamma-Glutamylalanine,HMDB0006248,440103,50619,C03740,,C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1
N-acetylserine,N-Acetylserine,HMDB0002931,65249,45441,,308,CC(=O)N[C@@H](CO)C(=O)O,1
1-stearoyl-2-oleoyl-GPE (18:0/18:1),PE(18:0/18:1(9Z)),HMDB0008993,9546742,,C00350,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,1
chiro-inositol,,,,,,,,0
4-allylphenol sulfate,,,,,,,,0
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),,,,,,,,0
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),"PE(16:0/18:2(9Z,12Z))",HMDB0008928,9546747,,C00350,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,1
sphinganine-1-phosphate,,,,,,,,0
glycosyl-N-stearoyl-sphingosine (d18:1/18:0),,,,,,,,0
succinylcarnitine (C4-DC),,,,,,,,0
"bilirubin (E,E)",,,,,,,,0
"bilirubin (E,Z or Z,E)",,,,,,,,0
N-methylproline,N-Propionylmethionine,HMDB0094704,21117855,137541,,,[H][C@@](CCSC)(N=C(O)CC)C(O)=O,1
beta-cryptoxanthin,beta-Cryptoxanthin,HMDB0033844,6384256,,C08591,,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(CC(CC2(C)C)O)C)/C)/C,1
"5alpha-androstan-3beta,17beta-diol disulfate",,,,,,,,0
"5alpha-pregn-3beta,20alpha-diol disulfate","5alpha-pregn-3beta,20alpha-diol disulfate",HMDB0094650,5748360,133119,,,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS(O)(=O)=O)[C@H](C)OS(O)(=O)=O,1
glycocholete sulfate,,,,,,,,0
taurocholete sulfate,,,,,,,,0
"androstenediol (3beta,17beta) disulfate (1)",,,,,,,,0
pregnenediol disulfate (C21H34O8S2),,,,,,,,0
"androstenediol (3beta,17beta) disulfate (2)",,,,,,,,0
21-hydroxypregnenolone disulfate,,,,,,,,0
21-hydroxypregnenolone monosulfate (1),,,,,,,,0
"5alpha-androstan-3alpha,17alpha-diol monosulfate",,,,,,,,0
"5alpha-pregn-3beta,20beta-diol monosulfate (1)",,,,,,,,0
"5alpha-pregn-3beta,20alpha-diol monosulfate (2)",,,,,,,,0
5alpha-pregn-diol disulfate,,,,,,,,0
